Net Asset Value,NAV date
21.2338,10-Feb-17
21.2475,13-Feb-17
21.2438,14-Feb-17
21.2611,15-Feb-17
21.2614,16-Feb-17
21.293,17-Feb-17
21.3009,20-Feb-17
21.3001,21-Feb-17
21.31,22-Feb-17
21.2983,23-Feb-17
21.3188,27-Feb-17
21.3067,28-Feb-17
21.303,01-Mar-17
21.335,02-Mar-17
21.3146,03-Mar-17
21.3214,06-Mar-17
21.3202,07-Mar-17
21.3258,08-Mar-17
21.3397,09-Mar-17
21.3416,10-Mar-17
21.3434,14-Mar-17
21.3557,15-Mar-17
21.3563,16-Mar-17
21.3688,17-Mar-17
21.3599,20-Mar-17
21.3591,21-Mar-17
21.3727,22-Mar-17
21.3645,23-Mar-17
21.3844,24-Mar-17
21.376,27-Mar-17
21.3843,28-Mar-17
21.3925,29-Mar-17
21.3952,30-Mar-17
21.4184,31-Mar-17
21.4198,03-Apr-17
21.4225,05-Apr-17
21.4361,06-Apr-17
21.444,07-Apr-17
21.4301,10-Apr-17
21.4235,11-Apr-17
21.4343,12-Apr-17
21.4284,13-Apr-17
21.4355,17-Apr-17
21.4583,18-Apr-17
21.4404,19-Apr-17
21.4325,20-Apr-17
21.4643,21-Apr-17
21.462,24-Apr-17
21.4776,25-Apr-17
21.4812,26-Apr-17
21.4724,27-Apr-17
21.4759,28-Apr-17
21.488,02-May-17
21.4832,03-May-17
21.4962,04-May-17
21.5101,05-May-17
21.5005,08-May-17
21.4927,09-May-17
21.5175,10-May-17
21.5346,11-May-17
21.5378,12-May-17
21.5245,15-May-17
21.5316,16-May-17
21.5345,17-May-17
21.5636,18-May-17
21.5451,19-May-17
21.5627,22-May-17
21.5669,23-May-17
21.567,24-May-17
21.5579,25-May-17
21.5845,26-May-17
21.6025,29-May-17
21.5895,30-May-17
